model,test_name,t_s_mean,t_s_std,t_s_req_mean,t_s_req_std,peak_ts_mean,peak_ts_std,peak_ts_req_mean,peak_ts_req_std,ttfr_mean,ttfr_std,est_ppt_mean,est_ppt_std,e2e_ttft_mean,e2e_ttft_std
Jundot--Qwen3.6-27B-oQ4-mtp,pp2048,7730015.599961904,4291564.062329983,7730015.599961904,4291564.062329983,,,,,4.2203053599223495,0.2517539015909126,0.23861546328084354,0.2411052907496168,4251.793485678111,224.12682802903288
Jundot--Qwen3.6-27B-oQ4-mtp,tg32,54.00143865261324,0.9926764865217637,54.00143865261324,0.9926764865217637,61.0,0.0,61.0,0.0,,,,,,
Jundot--Qwen3.6-27B-oQ4-mtp,pp2048,436655.3179481785,29867.342070948827,436655.3179481785,29867.342070948827,,,,,6.874805316329002,2.142554793995677,2.9203101164764833,2.089819262561186,4305.834791661861,132.57857123685284
Jundot--Qwen3.6-27B-oQ4-mtp,tg1024,46.55109457173176,0.9542359685407727,46.55109457173176,0.9542359685407727,1103.6666666666667,14.974051630144135,1103.6666666666667,14.974051630144135,,,,,,
Jundot--Qwen3.6-27B-oQ4-mtp,ctx_pp @ d1024,3387046.1546231858,3580093.252820498,3387046.1546231858,3580093.252820498,,,,,4.988944662424426,0.8967941447151835,0.996722335306307,0.8967941447151834,2213.2409863406792,70.98391172138966
Jundot--Qwen3.6-27B-oQ4-mtp,ctx_tg @ d1024,52.940662337958024,2.581557475079927,52.940662337958024,2.581557475079927,61.0,1.632993161855452,61.0,1.632993161855452,,,,,,
Jundot--Qwen3.6-27B-oQ4-mtp,pp2048 @ d1024,3425301.3368214294,410812.1924515576,3425301.3368214294,410812.1924515576,,,,,4.598249991734822,0.06780087492722384,0.6060276646167043,0.06780087492722384,5972.466096980497,111.67889207761398
Jundot--Qwen3.6-27B-oQ4-mtp,tg32 @ d1024,49.334381395131906,2.604740153142669,49.334381395131906,2.604740153142669,58.666666666666664,1.247219128924647,58.666666666666664,1.247219128924647,,,,,,
Jundot--Qwen3.6-27B-oQ4-mtp,ctx_pp @ d1024,1177641.4792878437,0.0,1177641.4792878437,0.0,,,,,4.221681000975271,0.4346282387149181,0.28078721111847305,0.3970930821046621,2311.138541709321,86.0556865924016
Jundot--Qwen3.6-27B-oQ4-mtp,ctx_tg @ d1024,49.200283776915946,1.8937208797671186,49.200283776915946,1.8937208797671186,1113.3333333333333,26.562295750848715,1113.3333333333333,26.562295750848715,,,,,,
Jundot--Qwen3.6-27B-oQ4-mtp,pp2048 @ d1024,3220232.8496623375,658785.8182983118,3220232.8496623375,658785.8182983118,,,,,4.658916654686133,0.15109960017025034,0.6666943275680147,0.15109960017025034,6149.136361355583,109.53311190860269
Jundot--Qwen3.6-27B-oQ4-mtp,tg1024 @ d1024,48.858221876513916,0.35266441036987883,48.858221876513916,0.35266441036987883,1115.0,1.4142135623730951,1115.0,1.4142135623730951,,,,,,
Jundot--Qwen3.6-27B-oQ4-mtp,ctx_pp @ d2048,1068070.3300376458,327231.026205123,1068070.3300376458,327231.026205123,,,,,5.877902692494293,0.5128470069336717,1.8856803653761747,0.5128470069336716,4222.28254203219,68.64778564807922
Jundot--Qwen3.6-27B-oQ4-mtp,ctx_tg @ d2048,54.28255334872576,1.582926398996851,54.28255334872576,1.582926398996851,61.666666666666664,1.247219128924647,61.666666666666664,1.247219128924647,,,,,,
Jundot--Qwen3.6-27B-oQ4-mtp,pp2048 @ d2048,1508677.5005586743,80779.03429008416,1508677.5005586743,80779.03429008416,,,,,5.35374996252358,0.07559659958713097,1.3615276354054613,0.07559659958713097,7945.934888984387,197.48778172586407
Jundot--Qwen3.6-27B-oQ4-mtp,tg32 @ d2048,52.416679400074536,1.1546901438931676,52.416679400074536,1.1546901438931676,60.666666666666664,0.4714045207910317,60.666666666666664,0.4714045207910317,,,,,,
Jundot--Qwen3.6-27B-oQ4-mtp,ctx_pp @ d2048,1143665.9782164546,142600.78787890053,1143665.9782164546,142600.78787890053,,,,,5.6498613363752765,0.2868248149184968,1.657639009257158,0.2868248149184968,4258.472708325523,167.97487725909605
Jundot--Qwen3.6-27B-oQ4-mtp,ctx_tg @ d2048,49.509650529842965,1.6383125283053184,49.509650529842965,1.6383125283053184,1081.6666666666667,23.753362335093158,1081.6666666666667,23.753362335093158,,,,,,
Jundot--Qwen3.6-27B-oQ4-mtp,pp2048 @ d2048,993416.3824894825,101219.5673738386,993416.3824894825,101219.5673738386,,,,,6.076111341826618,0.21949177242875823,2.0838890147084994,0.21949177242875823,8084.05466664893,347.2794412222773
Jundot--Qwen3.6-27B-oQ4-mtp,tg1024 @ d2048,46.37740572921725,3.764368595323382,46.37740572921725,3.764368595323382,1079.6666666666667,43.39226761634944,1079.6666666666667,43.39226761634944,,,,,,
